,fecha,producto,categoria,cantidad,precio_unitario,medida,total,cantidad_log
12923,2024-05-06,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
12925,2024-05-27,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
12927,2023-09-27,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
12928,2023-05-02,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
12929,2024-04-15,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
12931,2024-06-28,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
12932,2024-10-15,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
12933,2023-08-29,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
12936,2023-08-11,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
12937,2023-07-01,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
12938,2023-08-05,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
12939,2024-01-25,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
12940,2023-10-25,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
12945,2023-08-23,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
12946,2024-10-22,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
12947,2023-08-09,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
12949,2024-08-30,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
12950,2023-05-29,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
12951,2024-01-29,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
12953,2023-06-24,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
12954,2024-03-02,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
12955,2024-11-15,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
12957,2024-03-24,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
12958,2023-08-31,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
12959,2024-11-21,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
12960,2024-09-02,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
12961,2023-09-11,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
12962,2024-03-11,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
12964,2023-08-14,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
12965,2023-10-24,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
12966,2024-08-06,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
12967,2023-11-07,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
12968,2023-07-29,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
12969,2024-06-20,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
12970,2023-06-23,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
12971,2024-06-25,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
12972,2023-03-06,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
12973,2024-03-20,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
12974,2023-10-14,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
12975,2024-02-15,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
12978,2023-11-14,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
12981,2023-03-02,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
12983,2023-06-26,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
12984,2023-04-25,Jamón,Carnes,6,0.9,kg,5.4,1.9459101490553132
12985,2023-08-07,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
12989,2024-08-07,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
12991,2023-05-07,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
12992,2023-08-11,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
12994,2023-08-17,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
12996,2023-08-26,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
12997,2024-01-01,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
12998,2024-01-29,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
12999,2023-03-20,Leche entera,Granos,6,5.0,u,30.0,1.9459101490553132
13001,2024-08-01,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
13003,2023-09-05,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13004,2023-12-08,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
13005,2023-05-17,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
13006,2024-09-03,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13007,2024-05-07,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13008,2023-06-24,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13009,2024-03-29,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13011,2024-04-19,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13013,2024-09-21,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13016,2024-11-29,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13017,2024-06-10,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13018,2023-08-27,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13020,2023-12-13,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
13021,2023-10-10,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
13022,2024-10-30,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13025,2024-07-09,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
13026,2023-05-23,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13027,2023-03-12,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
13029,2023-08-14,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13031,2024-10-31,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13032,2024-10-20,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13033,2023-08-07,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
13034,2024-06-12,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13036,2023-09-04,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13037,2023-11-28,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
13039,2023-04-30,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13042,2023-07-14,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13043,2023-11-04,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13044,2024-01-20,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13045,2024-01-10,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13046,2024-02-24,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13047,2023-10-14,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13048,2023-11-17,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
13049,2023-05-21,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
13052,2023-11-04,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13054,2024-09-10,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13055,2023-06-30,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
13056,2024-10-04,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13057,2024-07-23,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13058,2024-08-12,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
13060,2024-04-24,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13061,2023-09-19,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
13064,2024-04-16,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13065,2024-11-08,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13066,2024-08-23,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13067,2023-12-16,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13069,2024-03-16,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13072,2023-07-17,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13073,2023-11-18,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13075,2024-03-31,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13076,2023-08-17,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13079,2024-03-28,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13080,2024-04-11,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13082,2024-10-18,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
13083,2023-08-29,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13085,2024-11-14,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
13086,2024-11-05,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13087,2024-10-23,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
13088,2024-09-12,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13089,2023-10-07,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13090,2024-09-17,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13091,2024-04-13,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13092,2024-08-09,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
13096,2023-03-13,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
13098,2023-11-16,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
13099,2023-08-24,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
13101,2024-11-12,Pasta de Tomate,Lácteos,6,1.5,u,9.0,1.9459101490553132
13102,2023-06-06,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
13103,2023-09-21,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
13106,2023-08-06,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
13107,2024-04-16,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
13108,2023-03-31,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13109,2023-05-08,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13110,2023-12-30,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13112,2023-07-29,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
13113,2023-05-08,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13114,2023-10-19,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13117,2024-01-02,Bolsas,Panadería,6,0.35,u,2.1,1.9459101490553132
13118,2023-03-18,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
13119,2024-08-10,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
13121,2023-08-03,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
13122,2024-06-24,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13126,2024-03-27,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13127,2023-08-11,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13128,2023-12-29,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
13129,2024-02-01,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
13130,2023-08-02,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
13131,2024-08-13,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13132,2023-10-26,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13133,2023-10-24,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13134,2024-10-04,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13135,2024-05-10,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13137,2024-11-27,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
13138,2024-09-23,Pasta de Tomate,Lácteos,6,1.5,u,9.0,1.9459101490553132
13139,2024-04-14,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13142,2024-04-15,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13143,2023-07-13,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
13144,2023-05-27,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
13145,2024-03-08,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
13146,2023-03-03,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
13147,2024-11-20,Jamón,Carnes,6,0.9,kg,5.4,1.9459101490553132
13149,2024-08-20,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13152,2023-12-23,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
13153,2024-01-12,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13154,2024-01-09,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
13155,2023-11-19,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
13158,2023-09-15,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
13159,2024-11-23,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
13160,2024-04-18,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13162,2024-07-21,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13164,2023-08-21,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
13165,2024-07-21,Pollo,Granos,8,0.95,kg,7.6,2.1972245773362196
13166,2023-05-03,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13167,2024-05-03,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
13169,2023-04-16,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13173,2023-09-20,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
13174,2024-07-08,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
13176,2023-04-11,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
13177,2023-12-31,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13179,2023-12-07,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
13180,2023-12-19,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
13182,2023-12-03,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13183,2024-05-15,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
13186,2023-10-17,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13187,2023-05-07,Carne molida,Aceites,7,0.8,kg,5.6,2.0794415416798357
13189,2024-01-24,Refresco,Carnes,8,0.45,u,3.6,2.1972245773362196
13191,2024-06-25,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13192,2024-09-21,Leche entera,Granos,6,5.0,u,30.0,1.9459101490553132
13194,2023-10-31,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
13195,2024-09-02,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13196,2024-02-19,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13198,2024-03-27,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13199,2023-11-17,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13201,2024-09-22,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
13203,2024-02-16,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
13204,2024-09-08,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13205,2023-06-06,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
13206,2024-06-05,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13208,2024-04-05,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
13209,2023-11-10,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13211,2023-04-18,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13214,2023-03-12,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13219,2023-03-19,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13220,2024-11-08,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
13222,2023-05-23,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13223,2023-03-25,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
13225,2024-04-07,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13226,2023-04-10,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13227,2024-08-08,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13229,2024-04-12,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
13230,2023-03-22,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13231,2024-08-28,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
13232,2023-03-13,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13233,2024-04-05,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
13234,2023-08-09,Carne molida,Aceites,6,0.8,kg,4.8,1.9459101490553132
13235,2024-02-10,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
13236,2024-03-26,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
13237,2024-05-21,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13238,2023-09-28,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13239,2023-10-29,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13240,2024-05-01,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13242,2023-09-11,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13245,2024-07-28,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13246,2023-04-24,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
13247,2024-07-12,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13248,2024-07-30,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
13251,2023-08-20,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13252,2023-06-29,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13255,2023-10-14,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13256,2023-06-03,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
13257,2023-07-27,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13259,2023-06-07,Pollo,Granos,7,0.95,kg,6.65,2.0794415416798357
13260,2024-09-01,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13261,2024-09-17,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13263,2024-02-15,Leche entera,Granos,8,5.0,u,40.0,2.1972245773362196
13265,2023-09-07,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13268,2023-12-28,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13270,2023-03-19,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13271,2023-10-18,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13272,2024-06-24,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13273,2024-06-30,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13278,2023-09-18,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
13280,2023-12-22,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13287,2024-04-21,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13288,2023-11-10,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13289,2024-10-11,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13290,2023-03-03,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13291,2023-10-24,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13293,2023-05-15,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
13295,2023-07-11,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13296,2024-07-10,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13298,2023-10-08,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13299,2024-08-11,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13300,2023-04-19,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
13301,2023-04-23,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
13302,2023-10-29,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
13305,2023-03-09,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13306,2023-04-15,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
13307,2024-08-25,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
13309,2023-03-09,Pasta de Tomate,Lácteos,6,1.5,u,9.0,1.9459101490553132
13311,2023-07-02,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
13313,2023-04-14,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13315,2023-04-30,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13317,2024-03-08,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13319,2023-11-24,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13320,2023-08-09,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13321,2024-06-14,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13322,2024-10-03,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13324,2023-10-23,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13326,2024-04-05,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
13327,2023-04-20,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13328,2024-08-28,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
13331,2024-07-17,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13332,2024-01-24,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13333,2023-12-05,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
13334,2023-07-19,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
13336,2024-09-21,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13338,2024-02-01,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
13342,2023-07-02,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13343,2024-10-30,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13344,2024-02-20,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
13348,2024-04-19,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
13352,2024-11-21,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
13353,2023-04-23,Jamón,Carnes,6,0.9,kg,5.4,1.9459101490553132
13354,2024-04-21,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
13355,2023-03-13,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13358,2024-01-12,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13359,2024-05-07,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
13360,2024-06-01,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
13361,2023-12-29,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13363,2024-04-19,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
13364,2023-07-13,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
13366,2024-03-09,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13367,2024-03-08,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13370,2023-05-09,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
13371,2023-10-22,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
13373,2023-06-05,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13374,2024-05-07,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
13376,2024-05-24,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
13377,2023-05-03,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
13378,2023-07-11,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13379,2023-11-17,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
13380,2023-05-16,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
13383,2024-05-26,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13386,2024-03-09,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13387,2023-06-08,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
13388,2024-06-21,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
13389,2023-04-25,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
13390,2024-06-14,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13391,2024-10-07,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
13392,2024-08-19,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
13393,2024-08-26,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
13396,2023-10-06,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
13397,2024-02-02,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
13401,2024-07-19,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
13402,2024-09-23,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
13405,2024-06-22,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
13407,2024-07-02,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
13408,2023-05-30,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
13409,2023-11-27,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13410,2023-03-07,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
13411,2024-09-28,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
13412,2023-08-15,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
13413,2024-11-07,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
13414,2024-05-16,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
13415,2023-11-03,Jamón,Carnes,1,0.9,kg,0.9,0.6931471805599453
13416,2023-09-11,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
13417,2024-11-08,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
13418,2023-10-04,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
13419,2023-10-02,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
13421,2023-11-21,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
13423,2023-07-15,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
13425,2024-04-08,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
